,,,,,,,,,With High Seas,,,,Without High Seas,,,,
,,,,,,,,,Outbound_Inbound,,Outbound_inbound,,Outbound_Inbound,,Outbound_inbound,,Clear
,ISO3,,CSCC-DJO,,,CSCC-Tol,,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,Transfer_T_wealth_DJO,,Transfer_T_wealth_Tol,,
,,,USD(2020)/tCO2,,,USD(2020)/tCO2,,,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,b USD(2020) (10^9),,123
,,,Mean,Std,Var,Mean,Std,Var,Mean,Std,Mean,Std,Mean,Std,Mean,Std,
72,PAK,Pakistan,0.600147375,0.383183968,0.146829953,1.277324605,0.544807159,0.29681484,-4.715284572,4.032689586,-12.91931347,5.891283322,-1.103378844,1.678919898,-5.231908269,2.433334852,1
73,GHA,Ghana,0.090901981,0.059355529,0.003523079,0.205155403,0.08755228,0.007665402,0.529057529,0.666186741,-1.917162546,0.947339217,1.076138797,0.349154772,-0.68246253,0.392589884,0
74,MRT,Mauritania,0.011667961,0.005658015,3.20E-05,0.02624309,0.011178436,0.000124957,0.993110726,0.189657178,-0.126428942,0.123922472,1.063332769,0.181481486,0.031511541,0.05685652,1
75,STP,Sao Tome and Principe,0.000631981,0.000373425,1.39E-07,0.001093319,0.000467967,2.19E-07,1.056116431,0.171693745,0.125143698,0.026443147,1.059919924,0.171656254,0.131723689,0.026038666,1
76,NER,Niger,0.248110955,0.240174509,,0.237676495,0.101072254,,-2.545419912,2.463998327,-2.438370698,1.036920473,-1.052197718,1.018540558,-1.007946891,0.428630793,1
77,MYS,Malaysia,0.527815821,0.209660046,0.043957335,0.04901018,0.020502045,0.000420334,-2.132782906,2.343507217,-0.081612277,0.235988918,1.043805153,1.080325306,0.213348859,0.121661087,1
78,MAR,Morocco,0.179397507,0.099121413,0.009825054,0.103032017,0.044032538,0.001938864,-0.038465228,1.089155169,-0.82577958,0.478000198,1.041214379,0.521972727,-0.205695334,0.201387537,0
79,COM,Comoros,0.004079639,0.003437828,1.18E-05,0.0058013,0.002476254,6.13E-06,1.014942703,0.174413661,0.076098829,0.037192382,1.03949546,0.171346912,0.111013168,0.028081287,1
80,URY,Uruguay,0.041727373,0.020467074,0.000418901,0.005082279,0.002142359,4.59E-06,0.757435066,0.290600978,0.099994691,0.037100537,1.008565611,0.211701044,0.130581696,0.030499114,1
81,VEN,Venezuela,0.489847771,0.167929188,0.028200212,0.05261017,0.02202792,0.000485229,-1.981745566,1.927872161,-0.149149287,0.249797809,0.966336926,0.912489508,0.167477899,0.123287391,1
82,SLE,Sierra Leone,0.02416228,0.017525073,0.000307128,0.066220714,0.028363747,0.000804502,0.783885818,0.247638744,-0.546967415,0.307656779,0.92930323,0.183029271,-0.148427012,0.12914627,0
83,GUY,Guyana,0.002195735,0.001377632,1.90E-06,0.003893907,0.001679794,2.82E-06,0.868334689,0.144633345,0.074373174,0.028333178,0.881549423,0.144030154,0.097808123,0.023014165,1
84,CIV,Côte d'Ivoire,0.053777427,0.033190221,0.001101591,0.122450454,0.052029453,0.002707064,0.551909519,0.392194336,-1.114619084,0.563544441,0.875561681,0.229340063,-0.377667605,0.23407995,0
85,ZAF,South Africa,1.06924108,0.467080849,0.21816452,0.090108835,0.053598493,0.002872798,-11.99520546,5.85569312,-0.572816917,0.643562845,0.874959904,2.683440928,0.511798731,0.327109647,1
86,SUR,Suriname,0.004875497,0.002195475,4.82E-06,0.00112655,0.000480735,2.31E-07,0.806558168,0.140368218,0.098364431,0.021558738,0.835900685,0.13871005,0.105144422,0.021032383,1
87,WSM,Samoa,0.000776022,0.00054017,2.92E-07,0.000594183,0.000255389,6.52E-08,0.830389628,0.135542126,0.101487223,0.020662611,0.835060011,0.135444251,0.105063233,0.020509161,1
88,CAN,Canada,8.915315767,1.802362728,3.248511403,0.022876166,0.011259158,0.000126769,-54.41944354,23.13839229,4.519126496,0.912185372,-0.763822599,10.74392528,4.656803604,0.905719457,0
89,BFA,Burkina Faso,0.174569152,0.144322689,,0.15798208,0.067517103,,-1.79093984,1.480635333,-1.62076976,0.692671468,-0.740319035,0.612048767,-0.669975997,0.286328921,1
90,PRK,Palestine,0,0,0,0,0,0,0.735016856,0.118732201,0.094322506,0.017953615,0.735016856,0.118732201,0.094322506,0.017953615,1
