,,(Country) Social Cost of carbon,,CSCC-Tol,,,(National) CO2 Prices,,,,(National) CO2 Prices with 5% Ocean Weakening,,,,(National) CO2 Prices with 10% Ocean Carbon Sink Decrease,,,
,,,,,,,alpha: country-splitting (main specification),,,,alpha: country-splitting (main specification),,,,alpha: country-splitting (main specification),,,
,,DJO,,Tol ,,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,,Low NDCs ambition,,High NDCs ambition,
,,USD(2020)/tCO2,,USD(2020)/tCO2,,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,,USD(2020)/tCO2,
,,Mean,Std,Mean,Std,,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std
SLE,SLE,0.02416228,0.017525073,0.066220714,0.028363747,,0,0,0,0,62.11649009,9.954249133,62.11649009,9.954249133,248.4659604,39.81699653,248.4659604,39.81699653
BDI,BDI,0.022937526,0.017302309,0.199336833,0.085204569,,7.360019956,3.064174922,19.15438499,4.938742851,7.360019956,3.064174922,19.15438499,4.938742851,7.360019956,3.064174922,19.15438499,4.938742851
GIN,GIN,0.020813597,0.013544692,0.14659395,0.062676118,,0,0,0,0,2.686843026,0.781812776,2.686843026,0.781812776,10.7473721,3.127251104,10.7473721,3.127251104
NCL,NCL,0.020783951,0.007753642,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERI,ERI,0.019350278,0.016475332,0.110900236,0.047265825,,0,0,14.74027729,4.053057801,29.32507449,3.942752163,84.99834938,8.800219362,117.300298,15.77100865,213.9065705,18.03165745
ZWE,ZWE,0.019168245,0.01049697,0.147437659,0.062944558,,0,0,0,0,0,0,0,0,0,0,0,0
HTI,HTI,0.017556077,0.01033965,0.101746305,0.043593962,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUS,MUS,0.017440403,0.006961206,0.002147369,0.000905263,,1.282066127,0.824868467,62.227579,6.78691972,313.709199,21.95312035,351.0603823,22.29672544,351.0603823,22.29672544,351.0603823,22.29672544
JAM,JAM,0.017420032,0.011015429,0.005530567,0.002355067,,36.16348303,15.63123459,43.29751014,16.36277591,70.91936919,17.90884161,80.95450289,18.13749086,117.9110007,18.06610422,130.847241,17.79532436
LBR,LBR,0.017322499,0.013420645,0.062571644,0.026707786,,0,0,13.82388637,4.057297069,155.758429,20.94169899,260.750051,22.03297328,362.0775154,31.41275711,362.0775154,31.41275711
GEO,GEO,0.014796934,0.006472613,0.015918487,0.006873436,,17.82558741,12.00143091,47.51418865,14.04484883,18.87145459,12.15787015,49.28801596,14.07858175,19.95147234,12.30809059,51.09599383,14.10733976
LAO,LAO,0.013718452,0.007988123,0.052052627,0.022260703,,37.27793543,9.628926531,37.27793543,9.628926531,37.27793543,9.628926531,37.27793543,9.628926531,37.27793543,9.628926531,37.27793543,9.628926531
MNG,MNG,0.013614458,0.005647082,0.013589932,0.005814396,,86.55421412,17.42406864,99.04629564,19.27313973,86.55421412,17.42406864,99.04629564,19.27313973,86.55421412,17.42406864,99.04629564,19.27313973
ARM,ARM,0.011783271,0.005393582,0.010326274,0.004444173,,0.113758854,0.278651145,0.113758854,0.278651145,0.113758854,0.278651145,0.113758854,0.278651145,0.113758854,0.278651145,0.113758854,0.278651145
